Country,Year,Coffee_Consumption_kg,Coffee_Price_USD_kg,Population_Millions,Coffee_Type_Americano,Coffee_Type_Cappuccino,Coffee_Type_Espresso,Coffee_Type_Latte,Coffee_Type_Mocha
Russia,2001,6.337565159088589,8.575141318323729,115.90349085911684,0,0,0,0,1
Belgium,2020,4.405015252309188,11.464862424143062,132.49980684315693,0,1,0,0,0
Pakistan,2002,7.338077167858793,10.038444610513034,3.409997146933327,0,0,1,0,0
Sweden,2022,7.160676028238638,7.033099372990855,84.28547971498853,0,0,0,1,0
Denmark,2003,6.622572050172911,11.109623900468538,52.93968429638395,0,0,1,0,0
Switzerland,2016,2.910093773687013,6.246717949789757,8.563643613217867,0,0,1,0,0
Poland,2021,5.815743128767556,11.63387112685082,63.24446977840336,0,1,0,0,0
Egypt,2005,4.849815099915005,4.034219653855671,96.960491034611,0,0,0,0,1
Czech_Republic,2006,5.928307758704981,10.036497651379468,137.93303110681947,0,0,0,0,1
Kenya,2014,9.374931484120207,8.41174390311755,93.45904248791464,1,0,0,0,0
Russia,2010,5.844250745267266,7.334141511821421,128.65471915184207,0,0,0,0,1
Poland,2023,2.1118463347160947,9.672787639581014,19.1141544945102,0,0,0,1,0
Turkey,2002,5.510693904673047,11.098427957894769,32.367653960947,1,0,0,0,0
Poland,2005,8.565185440395057,14.618434928348114,145.5736367679706,1,0,0,0,0
Morocco,2001,8.240487385745347,13.163709388769076,133.22270284821013,1,0,0,0,0
Morocco,2013,6.107120588225448,11.88864871392192,36.0488159999838,1,0,0,0,0
United_States,2008,3.9981521028745215,9.26863602847061,93.52510838783935,0,0,0,0,1
Thailand ,2017,5.720709303316361,8.313585316307897,55.03228102075134,1,0,0,0,0
Brazil,2018,6.509617755345533,4.357826200445969,70.82117780059647,0,0,0,1,0
South_Africa,2011,9.99897150619307,7.95006593364953,129.27084421475124,0,0,0,1,0
Germany,2012,7.153424721355019,13.332148525398782,110.62117890982192,0,0,1,0,0
Argentina,2011,7.554119440500908,8.22427040173919,36.52794169629421,0,0,0,1,0
Thailand ,2011,5.931633148544416,9.07743498968361,48.08296812983548,0,0,1,0,0
Kenya,2017,4.835916406260239,6.9901786642739525,44.16685851303067,0,0,0,1,0
Romania,2008,8.503623869177648,7.015460346947034,117.3187539727709,1,0,0,0,0
South_Korea,2016,5.959458594713889,4.6805893698092325,74.02317474938786,0,1,0,0,0
Argentina,2020,9.957521039716202,10.751843181817808,142.65792174663352,1,0,0,0,0
Philippines,2015,5.656964594144353,8.92876343349881,122.6863894071286,0,0,0,0,1
Chile,2016,2.544002269180619,10.66556888239874,32.46797019733262,0,0,1,0,0
Ethiopia,2020,7.460625096720662,10.01575590031738,118.1054765078279,0,1,0,0,0
Bangladesh,2023,2.3731316074064885,12.787290460268922,76.4058227348751,0,0,0,1,0
Ethiopia,2007,4.004012775077626,12.2611310354262,38.80280880092504,1,0,0,0,0
Bangladesh,2010,4.829906022239227,12.485992384516674,55.136429679865614,0,0,1,0,0
Thailand ,2023,7.915868684970621,9.491629076358432,145.84679139475708,0,0,1,0,0
Argentina,2001,5.953887411260903,7.892694864893236,73.11025494503461,0,0,0,1,0
Australia,2007,2.229167450482053,14.26780249586248,108.22127159198878,0,0,1,0,0
India,2011,6.934798810207377,4.596967510882093,72.08570897925304,0,0,0,1,0
France,2020,5.291489899413299,5.678834386352533,56.36203380307177,0,0,0,1,0
Romania,2000,9.374676079736858,8.615590013943038,119.6665827206444,1,0,0,0,0
Israel,2022,5.996498489121883,10.753534178248124,127.40032841448438,0,0,1,0,0
Morocco,2012,7.671801167514712,4.0902041228739385,11.71148568421468,0,0,0,0,1
Pakistan,2021,3.750947938636375,11.91255101242256,42.56766078061828,0,0,0,0,1
Denmark,2020,8.087788516253227,10.145991970689062,76.67278609700122,1,0,0,0,0
Poland,2016,7.767642483869379,9.33173034544618,48.15816436922054,1,0,0,0,0
Turkey,2013,9.232653668330466,8.65844542710655,117.75386773915226,0,0,0,1,0
Norway,2013,2.2705731337535937,9.71435734914687,18.095270751581428,0,0,0,0,1
Spain,2015,5.580005580939609,5.779643079299223,119.8719446566994,0,0,1,0,0
Argentina,2016,7.433243221917041,5.195829132046808,93.06507616203618,0,0,0,0,1
Portugal,2005,2.76131120064172,7.186012266270223,44.11579006208497,1,0,0,0,0
Saudi_Arabia,2006,5.284832537191299,11.804552711838571,52.323748577735685,1,0,0,0,0
South_Korea,2000,9.537172824529565,10.47116672219046,28.25197410888701,0,0,0,1,0
Nigeria,2014,5.487475927129026,9.28135319380914,38.63343664442253,0,0,1,0,0
Poland,2019,9.883238267845051,10.286730624855563,107.87306147839196,1,0,0,0,0
Germany,2020,2.454712488638557,10.151838143432776,57.00673694063776,0,0,1,0,0
Nigeria,2017,7.74263820912713,7.377461180389179,103.43513666437028,0,0,0,0,1
Czech_Republic,2012,6.648129889986156,5.072015419691985,77.60202362416047,0,0,0,1,0
Canada,2023,6.004317417057004,13.864606055293557,22.64936469694493,0,0,0,0,1
Thailand ,2001,9.766779211880074,10.59902388886306,75.36152652215412,1,0,0,0,0
Romania,2018,3.037203203929029,11.675227996489369,113.7140070305523,1,0,0,0,0
Mexico,2014,9.167991613447306,9.103969468036508,45.35365020392433,0,0,1,0,0
United_Kingdom,2011,7.529923289092882,12.321286379742189,97.56416803835228,1,0,0,0,0
India,2014,4.071968586397062,10.42946990376534,30.65586552671455,0,0,1,0,0
Iraq,2017,9.213353165058347,4.591812343069092,21.2191447295959,0,1,0,0,0
Finland,2013,5.434359342888106,13.791067389330602,54.673693462969545,1,0,0,0,0
Iraq,2005,8.513818624584566,7.360897614666756,58.99133546125087,0,0,0,0,1
Chile,2011,5.1106921363792,5.5167985516346905,114.39043492469824,0,0,0,0,1
Greece,2019,8.807446619465928,4.968451084747474,69.55173393890597,0,0,1,0,0
India,2022,7.093032947560389,11.924843452263218,13.10399940429214,0,1,0,0,0
Japan,2005,3.128373068669817,11.743652034847958,95.46592525495392,1,0,0,0,0
Morocco,2008,7.197305307756221,11.701783372945975,70.91873572004104,0,0,0,1,0
Brazil,2003,3.530758101614981,14.073280499497226,50.41483688423211,0,0,0,1,0
United_States,2016,5.295381023153301,7.838373241974166,120.53060248303694,0,0,0,0,1
Nigeria,2001,3.36236467401627,10.172463619948156,24.003333743910083,1,0,0,0,0
South_Africa,2015,2.1761289253369487,10.814451412937844,137.06863925271654,0,0,0,1,0
United_Kingdom,2023,3.69509231559966,14.774300114231089,50.77516205724955,0,0,1,0,0
Portugal,2013,6.290976189793006,7.43580758090451,69.68027528155152,1,0,0,0,0
Pakistan,2007,5.852487742218768,14.519643198943346,139.45571633846853,0,0,0,0,1
Russia,2013,6.01197676428851,5.636077663906195,114.42473492891844,0,1,0,0,0
Peru,2001,3.9814950275728105,12.404016016306262,12.07106263691812,0,0,1,0,0
Sweden,2015,7.481289604913489,10.961744900224542,87.16623195455023,0,0,1,0,0
China,2003,7.634106294562766,12.985856409991865,47.24406787930605,1,0,0,0,0
Mexico,2000,4.863742604477324,4.315541310038318,76.76474922626728,0,1,0,0,0
Portugal,2022,9.049360707793394,4.859441472329614,111.70238720349003,0,0,1,0,0
South_Africa,2019,7.152185733084383,4.766653575260604,74.92976417387885,0,1,0,0,0
Japan,2013,7.704314202069054,10.522554010470166,11.582259664811726,0,0,0,0,1
Peru,2007,4.218719343511515,10.63229674333092,79.96709727284288,0,0,1,0,0
Egypt,2002,2.0048930812446963,13.967153782904738,4.595320317461412,0,0,0,1,0
Argentina,2004,8.923004896816877,9.143638659702894,52.91299424663125,0,0,0,0,1
Denmark,2005,8.579395076638468,4.748539605054603,72.22654791559133,0,0,0,0,1
Switzerland,2021,2.9855351043426417,6.30482341784767,97.0563609431175,0,0,1,0,0
Egypt,2007,4.992841079650452,4.088804042996272,76.42481135563035,0,0,0,1,0
Thailand ,2005,7.290714467108661,12.543859776412456,23.64007477152816,0,1,0,0,0
Russia,2005,7.2168868577498255,12.97159380568852,139.90041703019523,0,0,0,1,0
United_States,2003,8.882802678468451,14.977344579125496,97.89465123992017,0,0,0,0,1
South_Korea,2006,3.1221452930834284,8.534138939584038,48.22819998361122,0,0,1,0,0
Nigeria,2023,5.43951798228095,4.212282129417518,144.9250145745252,0,0,0,1,0
Finland,2018,2.777795343411398,6.582028696394095,132.50406375723946,0,0,0,1,0
Denmark,2006,5.116761987509025,10.465457544296251,22.380023213046425,0,0,0,0,1
United_States,2002,2.120859564701635,14.5813726375801,98.65893517087795,0,1,0,0,0
United_States,2007,9.186184520881016,5.139364066178738,84.45034836089573,0,0,0,1,0
Austria,2000,6.216351974629449,5.33730322176817,29.72852951004294,0,0,0,1,0
Austria,2000,8.79841808641883,11.719348838068374,35.787795932865315,1,0,0,0,0
Argentina,2013,2.47923760802691,11.339277605237044,85.0022922590945,0,0,0,0,1
Ethiopia,2005,3.819664883783365,6.755569908430164,48.87195436576258,1,0,0,0,0
Indonesia,2009,4.075039961769445,12.944592701159708,125.38988323317813,0,0,0,0,1
South_Korea,2013,5.093531957110304,5.416566310252096,15.563146060634848,0,0,0,0,1
Chile,2003,8.422930979180368,14.183160292544358,137.19058520711476,1,0,0,0,0
Saudi_Arabia,2005,5.092462989851941,6.211351233656636,126.24232981117515,0,1,0,0,0
Iraq,2015,3.637228237170616,4.894876099953055,111.05489898394826,0,1,0,0,0
Vietnam,2020,2.5199220827101474,7.734742951212401,40.122520389339385,0,0,0,0,1
Mexico,2000,2.6359339868215,6.066254173879995,107.52872055027572,1,0,0,0,0
Denmark,2005,8.080377647687818,9.796353475396362,66.3766971631762,0,0,0,1,0
Indonesia,2008,5.558423928293064,11.555311911088989,95.42992668714577,0,0,0,0,1
Indonesia,2014,7.809448976000122,9.400137363261203,47.57060816329982,0,0,0,0,1
Sweden,2011,7.45829697410958,11.266680649920756,125.54282021739628,0,0,1,0,0
China,2002,3.0828996940820623,8.014125658399829,7.045838798512832,0,1,0,0,0
Indonesia,2010,3.1431034735381376,4.30714856962504,104.0275022576916,1,0,0,0,0
Chile,2014,8.042736123473071,14.71470536647664,124.46605481711386,0,0,0,1,0
Indonesia,2002,7.770146347883338,13.01354854993995,97.31778915942098,0,0,0,1,0
Morocco,2013,5.024246134994483,4.807607064930909,29.60677553726756,0,0,0,0,1
Colombia,2001,2.6193781066627206,8.940940357719679,43.46213618725919,0,0,0,1,0
Iraq,2003,2.0967841735876176,10.985209770790622,77.72088888090983,0,0,0,1,0
France,2018,4.305255595693959,6.096536976299017,50.08791132156423,0,0,0,0,1
Saudi_Arabia,2011,2.0737781886978155,10.357874724990486,1.7325468343725472,0,1,0,0,0
Bangladesh,2001,3.8405809688296273,9.870134799294558,7.061038754237602,0,0,1,0,0
Colombia,2016,5.356005921690708,6.290917073881753,115.39749622049128,0,1,0,0,0
Denmark,2002,2.971326122495633,5.553313402051986,13.472370070523276,0,1,0,0,0
Mexico,2009,2.83422206265237,12.348585185805012,139.27525649009655,0,0,1,0,0
Ethiopia,2015,9.171499485749893,7.548450907645971,66.9677304385533,0,0,0,0,1
Norway,2021,6.683760232183114,6.684445872264677,113.96980911629068,0,1,0,0,0
China,2008,9.475645494102253,12.116661880865877,19.700184814222457,1,0,0,0,0
Romania,2010,4.766609310285434,12.0967556122528,139.0496055914787,1,0,0,0,0
Egypt,2020,7.417159498633305,7.0404182196985206,6.0375156464810535,0,0,1,0,0
Saudi_Arabia,2014,3.637533396974323,13.59825307377039,7.278436948703874,1,0,0,0,0
France,2002,6.94672253823953,11.570751815795768,9.133281251740488,0,0,0,0,1
India,2015,3.0366858400798757,7.803406396036919,16.407815983558905,0,0,0,1,0
South_Korea,2020,2.016645113410286,8.702386152031249,73.53791493900076,0,0,0,0,1
Romania,2020,9.452254411276632,11.993806545236795,118.45318987513028,0,0,1,0,0
Poland,2020,6.4391550094016745,6.327422161850412,43.45722688699333,0,0,0,1,0
Thailand ,2011,9.415525302256317,9.156368717227464,112.12074643234574,1,0,0,0,0
Switzerland,2022,4.670652189616576,11.189141764839096,116.33508524050995,0,1,0,0,0
Sweden,2004,4.622288553294054,9.934484028095843,136.3333221479118,1,0,0,0,0
Denmark,2006,5.205240014184254,10.691611804949426,23.25343610201743,0,0,0,0,1
India,2008,7.648327871665346,10.008337494244577,21.194641846117097,0,0,0,0,1
Sweden,2020,6.526469073489394,6.191501881690221,19.19216327458357,0,0,1,0,0
Kenya,2017,9.402839256792944,8.512258794698836,54.537280749064415,0,1,0,0,0
France,2020,2.203527209059515,9.851840450253004,73.92248696460497,0,1,0,0,0
France,2007,7.6655675037802915,12.580690165805407,69.77979389732691,0,0,0,1,0
Czech_Republic,2011,4.642621514932435,11.192946608864968,39.30026097856939,0,0,0,1,0
Spain,2019,3.441869214547689,8.692500397045283,93.67496419406146,0,0,0,0,1
Turkey,2001,6.083164980160792,14.7183981537506,51.40277097438106,0,0,1,0,0
Indonesia,2009,6.040510273439968,5.185750738476977,55.54636522384846,0,0,0,0,1
Colombia,2018,3.0960882295074272,6.274853554104652,16.72397935758631,0,1,0,0,0
Colombia,2008,3.615168449063119,7.754438710348304,89.24246892857026,0,1,0,0,0
China,2023,5.265317319212439,6.514292846867011,98.63677590901538,0,0,0,0,1
Italy,2007,5.270491299138523,10.879861964866125,113.93458284877724,0,1,0,0,0
Pakistan,2023,4.540465116957478,4.435058022698808,135.69737275594937,0,0,0,1,0
Ethiopia,2023,3.1883612120798475,5.951804627007575,115.13466389289542,0,1,0,0,0
Netherlands,2023,2.034989432807836,7.226819614244648,36.1258062563602,0,0,0,1,0
Israel,2000,9.761880499424166,11.51680352587248,36.1126187601911,1,0,0,0,0
Denmark,2005,9.547993837631417,13.634513708392408,137.34799213872265,0,0,1,0,0
Pakistan,2011,5.8692030334090814,12.783409476083598,118.72990184286074,0,0,1,0,0
Saudi_Arabia,2023,9.960414026200043,6.002890265752804,117.55471811632484,0,1,0,0,0
Indonesia,2018,7.389234646257946,10.21946334285176,108.23733535646986,0,0,1,0,0
Saudi_Arabia,2016,2.5508603008603323,4.33024909879156,40.81309669681342,1,0,0,0,0
Netherlands,2001,2.941745592661019,7.415904528881473,127.26414101864978,0,1,0,0,0
Kenya,2010,9.328886750957102,12.865821743111594,22.28981703393878,0,0,0,1,0
Malaysia,2017,7.040417617197027,9.023322851176736,53.15262378538762,1,0,0,0,0
Saudi_Arabia,2022,8.745469013258809,5.64935454503418,52.624706450528,1,0,0,0,0
Ukraine,2021,9.186157197070754,8.82408719637144,84.45968911449717,0,0,1,0,0
Morocco,2010,5.583536090259089,6.178362180084511,70.05308984334106,0,0,0,1,0
Pakistan,2017,2.3882076126135443,8.325106036503591,69.51141183188071,0,0,0,0,1
Nigeria,2007,3.5062427911785763,9.366168200226276,83.48229226065915,1,0,0,0,0
Australia,2014,2.5325755784194808,7.845139237621312,62.8973497819072,0,0,1,0,0
Indonesia,2008,3.5099187655880586,14.30665845477247,38.247501466342605,1,0,0,0,0
Italy,2014,5.284263411647014,10.1878332731202,99.95398694733323,0,0,0,1,0
Israel,2006,2.9455744841198834,13.271819413415864,118.80437344692196,0,0,0,1,0
Czech_Republic,2019,3.333865982442746,12.368014017611385,72.37038594784381,0,1,0,0,0
United_States,2012,5.566574256573434,11.272829401945542,97.77299482046158,0,0,0,0,1
Saudi_Arabia,2012,4.721367603107916,9.465776231328404,80.76912899163237,0,0,0,0,1
Ukraine,2000,5.741264993504328,4.023911621597462,9.790469342028269,0,0,1,0,0
Malaysia,2019,5.433376222072496,10.748143606072922,64.03961457305628,0,0,0,0,1
China,2003,7.155824207839068,7.915531983027474,2.4680224287388546,0,0,0,1,0
France,2023,9.497516391006837,5.295383834814507,99.62001244654894,0,0,0,0,1
Colombia,2003,2.86291470755394,8.890888899732854,76.71605901280562,0,0,1,0,0
Finland,2003,2.7940811944735597,12.091086545116353,19.89789874177484,1,0,0,0,0
Morocco,2012,8.822448888727216,14.578455741685744,81.78653827974689,0,0,0,0,1
Ethiopia,2001,6.051173637219673,8.115153802342903,134.86547445117043,0,0,0,0,1
Denmark,2022,8.131240188547537,9.969956285754744,51.73312395186511,0,0,0,1,0
Turkey,2014,3.7233752288582513,13.363688216999437,147.372946168712,0,0,0,1,0
Nigeria,2003,8.630900585340413,7.6739936194501635,143.94760610458297,1,0,0,0,0
Vietnam,2005,9.390772993541567,5.564829694678969,118.01116652601678,0,1,0,0,0
Portugal,2002,7.083864124371906,7.10070014355958,122.25619669502436,0,0,0,0,1
Vietnam,2006,2.847032171790418,13.890351127892268,62.171258669776506,0,0,0,1,0
Turkey,2005,9.16235851325071,5.753324193080215,60.97862319926643,0,1,0,0,0
Iraq,2002,8.33990181896057,7.621431671074602,143.20520638178192,0,0,0,0,1
Sweden,2003,8.007022212115919,9.111043415503747,55.56324118349266,0,0,0,0,1
Portugal,2009,2.2938255112473245,13.31824545840012,15.434060471883445,0,1,0,0,0
Ukraine,2020,8.39170020205577,14.314846120182722,23.75246214049849,0,0,0,1,0
Iraq,2008,3.103608083746856,8.683913405965804,106.8494458137454,1,0,0,0,0
Brazil,2005,3.779089409575107,14.251494531888673,58.064159328357015,0,0,0,0,1
Egypt,2019,6.61707867895406,5.7760500434353,30.70208311711671,0,0,1,0,0
Germany,2010,4.119846183335064,5.725375210860074,122.2541331737765,0,0,1,0,0
Mexico,2006,7.290785650495358,14.441759015982775,73.81235011032055,0,0,1,0,0
Australia,2017,6.864563581592653,9.606481468811644,85.57853951069787,1,0,0,0,0
Ethiopia,2003,2.865196784106101,6.0449861888934935,23.93845384286585,0,0,0,0,1
Israel,2004,7.248116636732051,9.36789407633118,29.720376010974945,0,0,0,1,0
Egypt,2003,9.39163927859944,12.615322709169568,19.752549509097054,0,0,0,1,0
Japan,2003,3.288879241486665,13.09612402295876,77.66687708593024,1,0,0,0,0
Peru,2012,6.776496167543099,13.503661823141666,116.57289474736088,0,0,0,0,1
Iraq,2015,4.734922975493553,10.265279933961605,110.11050133833967,0,1,0,0,0
Brazil,2013,5.676893374188832,13.536406158046685,39.92339225780957,0,1,0,0,0
Mexico,2010,4.296001432631759,9.610332296835802,127.88097799793998,0,0,0,0,1
Italy,2001,4.833045090781562,10.67765892630185,16.743466372921603,0,0,0,0,1
Pakistan,2021,2.2312945861324582,12.345917824988096,17.993445542383576,0,0,0,1,0
Peru,2013,9.852413903337766,8.679788219815594,127.5463381080233,1,0,0,0,0
Austria,2023,6.998399376581986,4.809396358526523,37.41851461520864,1,0,0,0,0
Vietnam,2023,6.005644723951082,7.851829925434673,106.50926085137414,0,0,0,1,0
Saudi_Arabia,2006,5.069722796002614,10.863386384755565,2.3528591963297174,0,0,1,0,0
South_Africa,2010,6.314996470592221,6.115656066034246,14.946562204253809,0,1,0,0,0
Canada,2003,5.040847989726432,5.632238998496041,91.7840175996202,0,0,0,0,1
Chile,2006,4.879263419949386,7.223885990505813,28.17997727680777,0,1,0,0,0
Spain,2015,5.711572333776105,4.3532260850560345,5.203839260601571,0,1,0,0,0
Czech_Republic,2005,4.207864269369527,12.177651878956118,70.57506674581514,1,0,0,0,0
India,2005,3.4403991997342835,6.845871624071727,50.24755439249928,0,0,0,1,0
Greece,2001,6.452847185442348,5.366622363002595,120.53628228438846,0,0,1,0,0
Peru,2023,8.74212348920241,11.690423575597787,123.00551967439232,0,0,1,0,0
Switzerland,2007,3.2226254218071384,13.272208137976166,92.5490450601706,0,0,0,1,0
Israel,2006,2.261874724833749,4.218631554479563,44.66202820562143,0,1,0,0,0
Iraq,2023,3.974493961232289,6.569597478153473,69.78237103810513,0,0,0,1,0
Poland,2013,9.837765147630488,14.397555573565418,105.6361480385868,0,0,0,1,0
India,2008,8.630064589946715,8.237795495260528,11.326974420139956,0,0,0,0,1
South_Africa,2014,6.7669284282287725,14.324512697201245,50.54206616089064,0,0,0,0,1
France,2021,9.433991321945086,7.016337922077451,123.5330854354666,0,1,0,0,0
Bangladesh,2017,5.562232934697957,6.398743991291251,61.49825279480565,1,0,0,0,0
Pakistan,2011,9.866244820601391,6.3551925290079545,94.07553368600442,0,0,1,0,0
Turkey,2022,4.370416360954272,4.937515264674321,15.353821001155287,0,0,0,0,1
Greece,2018,3.9224459961275127,13.86075517360038,116.77985030242375,0,1,0,0,0
Poland,2012,7.104385609176088,14.778185248961911,15.969358000649043,0,0,0,1,0
France,2006,5.025231743602883,14.499596879988015,129.3672629209108,0,0,0,0,1
Ukraine,2009,7.010924335810063,13.372309538100014,16.883555688563533,0,0,0,1,0
Austria,2009,4.439964146421486,13.315766984160728,133.74302171228183,0,0,0,1,0
Spain,2001,6.9433460547039285,11.271940138858865,55.20171125984512,0,0,0,0,1
Ethiopia,2013,4.205970084680291,13.088350831456747,94.055079034372,0,1,0,0,0
Nigeria,2012,2.4077765505511195,6.291766007773525,127.1360321941302,0,0,1,0,0
Ukraine,2021,9.297087215385467,8.267038934258414,2.52597172759442,0,1,0,0,0
Japan,2005,9.065641614987696,11.049199226242228,40.58828104953939,1,0,0,0,0
Finland,2008,9.766385194181376,13.62248465817756,136.34240987258633,1,0,0,0,0
Canada,2012,7.732217409771238,11.26516408605662,58.838233027136994,0,0,1,0,0
Kenya,2008,7.461769421882423,13.229241541676265,106.25001294384606,1,0,0,0,0
France,2012,6.472024560598646,9.213444674342272,21.86179636687186,0,0,0,1,0
Morocco,2004,3.007539330820181,11.890341114755486,102.07736861027816,1,0,0,0,0
Germany,2013,3.5138824875941603,14.779788870125952,11.900988333380448,0,0,0,0,1
Austria,2004,4.31575750938029,5.688374128427335,107.8814458249354,0,0,0,1,0
United_Kingdom,2008,9.121250900587157,14.19612761547479,49.24693820363002,0,1,0,0,0
Israel,2007,3.383756196824601,9.74600342626093,70.4113007370367,0,0,1,0,0
Indonesia,2006,9.382985395903123,11.075398338030638,25.772766964091307,0,0,0,0,1
Ukraine,2007,6.182285864411337,13.65655907601564,94.54950364239735,0,0,0,0,1
Turkey,2021,7.724557083784577,8.506195898075486,51.29757668836506,0,0,1,0,0
Turkey,2002,2.881955893444532,8.605618323790557,58.122875901354114,1,0,0,0,0
Indonesia,2022,4.152268390207287,9.799000199818105,98.17674581816632,0,0,1,0,0
Belgium,2023,9.66814886545141,4.210122929465356,27.650387522160045,0,0,1,0,0
Netherlands,2014,4.129199575437851,9.46332799037686,127.9493251422643,1,0,0,0,0
India,2007,4.372173763129169,7.201959914936534,111.15367443085688,0,1,0,0,0
Ukraine,2000,3.580779078728636,14.207496006309595,87.08177046758622,0,0,1,0,0
South_Korea,2006,3.032589322454636,4.965088286283344,20.121626995284863,1,0,0,0,0
France,2018,3.866061131631984,9.05252508221782,103.37934446563663,0,0,0,0,1
Saudi_Arabia,2001,7.138615135606387,14.42214987415097,3.6968064413393824,0,0,1,0,0
South_Korea,2013,5.642941868028508,13.911387753503252,120.85497442855764,0,0,1,0,0
United_States,2017,6.430046690703189,11.714832866120052,46.26585682410769,0,1,0,0,0
Kenya,2014,2.9789186301281942,10.48297157195682,18.464521029021597,0,1,0,0,0
South_Korea,2013,8.4169315773032,7.088040308461242,25.50885415437332,0,0,0,0,1
Morocco,2023,8.272757604638784,8.036528240277002,144.5070253777517,0,1,0,0,0
United_Kingdom,2018,2.172719289141403,4.9914835122954,116.30073225977378,0,0,0,0,1
China,2018,5.06812075608244,12.647191275340614,36.44292402712363,0,0,1,0,0
Austria,2021,2.5501648157691825,7.562567446941928,144.55647027597874,1,0,0,0,0
Germany,2016,8.336846235319666,11.345600889332282,21.87753292871899,0,1,0,0,0
Japan,2021,7.898157465005635,7.9335425491847475,110.29555457331476,0,0,0,0,1
Russia,2018,9.21590475434525,9.107634855358889,98.85420440099968,0,1,0,0,0
Poland,2015,3.891231671624917,10.105027196140345,123.40003908545091,0,1,0,0,0
Colombia,2019,5.650367065022391,12.82037649229664,57.87310938030768,0,0,0,1,0
Philippines,2018,3.475903017315182,6.322720152947484,60.87348328830568,0,0,1,0,0
Spain,2000,4.969879475792956,8.38641925512842,94.06048574797568,0,1,0,0,0
Romania,2018,6.177946012535072,5.430897290809993,60.33265778781803,1,0,0,0,0
Belgium,2006,2.426646318708712,4.833365554133852,7.161283012629561,0,0,0,1,0
Japan,2022,7.718963285419082,10.65141791785671,109.72649673994933,0,0,0,0,1
Poland,2010,6.346346882968602,6.080001487947929,96.50096339521394,0,0,0,0,1
Canada,2004,8.631672137685387,4.657792761187087,64.13320910064118,1,0,0,0,0
Netherlands,2016,4.174244009529578,13.86807724327046,46.1216045711378,1,0,0,0,0
Denmark,2010,9.226568842154036,9.877458617639356,48.78814991077788,0,0,1,0,0
India,2023,9.989554024243546,5.480910281432831,111.41326493305768,1,0,0,0,0
Denmark,2007,9.354387507021396,4.587687401923047,109.64497096795186,0,0,0,0,1
Poland,2009,8.223139806665234,5.318460587550217,123.01884463084626,0,0,1,0,0
South_Africa,2011,8.498950422990246,9.184709643526755,114.56488380718024,1,0,0,0,0
Thailand ,2009,6.589953940356692,11.353117806857876,113.93368611380372,1,0,0,0,0
Portugal,2012,3.521230903300884,11.0540808248465,38.51421187425931,0,0,0,0,1
Switzerland,2017,7.416325481181738,5.588653948909483,16.140270635215813,0,0,1,0,0
Iraq,2009,7.702024016479452,10.968378470214798,114.50108763936656,0,0,0,1,0
Morocco,2018,9.883081122143246,8.453521866393594,15.694084928707182,0,0,0,1,0
Denmark,2019,6.330410530050575,9.112181627294117,147.334599388952,0,0,1,0,0
Thailand ,2016,4.170952120200451,12.815734468698489,131.38830085005102,1,0,0,0,0
Canada,2019,7.469380173916054,7.657493099476022,80.4857786862569,1,0,0,0,0
Colombia,2015,9.835006557331637,5.616989518796892,53.47535120022205,0,0,1,0,0
Austria,2004,3.417711266152752,13.607984469229743,79.49961235616692,0,0,0,1,0
Bangladesh,2002,4.607983348284821,6.333436334529718,110.41097313240223,0,1,0,0,0
South_Africa,2014,6.335047630181449,7.23432857610107,113.69316680553156,0,0,0,0,1
Belgium,2001,3.3617170790560387,11.772490647928846,11.976233798837727,0,0,1,0,0
Thailand ,2012,2.177765116159507,11.51905348763368,120.92326013932777,0,1,0,0,0
Colombia,2021,4.695864979530005,12.804400234122117,96.58306517406815,0,0,0,0,1
Saudi_Arabia,2007,8.922966412008464,6.022533055927352,7.04636247187522,0,1,0,0,0
Morocco,2022,2.3477471945897186,7.875078826456236,47.661019666254745,0,1,0,0,0
Switzerland,2016,5.43143247213534,5.384715628518872,77.08556393545307,0,0,0,0,1
Canada,2003,8.09760618340866,9.951430618854648,29.07927233861577,0,1,0,0,0
Saudi_Arabia,2018,9.62546077528708,7.218276517925713,24.13083880230866,0,0,0,1,0
United_Kingdom,2021,9.883803192035458,11.578292051094191,3.1278935250019844,0,0,1,0,0
United_Kingdom,2008,5.375755044869933,4.003788047829952,136.82104438423752,0,0,0,1,0
Argentina,2022,9.60307435503294,4.656512983055372,9.360085299497904,0,0,0,1,0
Argentina,2014,2.28335178624691,8.758163305712777,55.53570179814032,0,0,0,0,1
South_Korea,2008,7.96733550398845,14.540025715731254,31.659973953452003,0,0,0,0,1
Iraq,2023,7.141968277068903,13.799365260951012,111.41393222889684,0,0,0,0,1
Italy,2020,3.9961748606892185,14.934099308681816,106.37051396474862,0,1,0,0,0
Indonesia,2008,6.058548005437191,8.585132473504494,121.1271393823352,0,1,0,0,0
Brazil,2013,3.036429902083965,4.512253349011267,92.90443688550272,0,0,1,0,0
Russia,2022,8.972777207612488,7.365517562217386,89.15632088966692,0,1,0,0,0
Austria,2020,4.863184684365184,11.433479373913467,61.65949660531079,0,0,1,0,0
Spain,2015,7.008355763725732,5.486801907441568,95.81744631622136,0,0,0,1,0
United_Kingdom,2023,3.270210290298098,7.299693966360012,18.165632160046204,0,0,1,0,0
Vietnam,2022,3.649318757049657,4.617827809993446,102.99241453112552,0,0,1,0,0
