Country,Year,Coffee_Consumption_kg,Coffee_Price_USD_kg,Population_Millions,Coffee_Type_Americano,Coffee_Type_Cappuccino,Coffee_Type_Espresso,Coffee_Type_Latte,Coffee_Type_Mocha,Year_diff,log_population,standardized_price,price_population_interaction,americano_ratio,yearly_trend,year_trend
Israel,2013,5.342085372996338,6.555164568091753,62.89396024066394,1,0,0,0,0,10,4.141450137484958,-0.922405487650471,412.28025971657166,1.0,0.006395944907711115,0.5652173913043478
Ukraine,2006,3.2756807822941374,4.334686310229822,11.112645351437571,0,1,0,0,0,17,2.4080836807488626,-1.627040576746489,48.16983167531551,0.0,-0.5308452055609204,0.2608695652173913
Austria,2020,6.048591187733681,13.3245811380111,62.27058821795784,1,0,0,0,0,3,4.131489215089268,1.2257661645530138,829.7295052218572,1.0,0.9497218388929505,0.8695652173913043
Colombia,2003,2.681712695214167,7.590510946378685,48.88119181028436,0,0,0,0,1,20,3.8893926969368877,-0.5938540213497301,371.0332215079996,0.0,-0.6898442413442462,0.13043478260869565
Canada,2016,2.3721479707605493,11.492001437028318,90.33781441465892,0,0,1,0,0,7,4.503556137047586,0.6442247978201856,1038.1622930712579,0.0,0.11395783061021847,0.6956521739130435
Denmark,2004,6.158682937241078,14.42346139754378,34.685648109125445,0,0,1,0,0,19,3.546326002236439,1.574479144218592,500.28710655075827,0.0,-0.3830999146230377,0.17391304347826086
Malaysia,2011,3.983175782007005,10.214893278903448,6.360073805207867,0,0,0,1,0,12,1.85003998187713,0.2389538983644682,64.96747516614772,0.0,-0.571434084154945,0.4782608695652174
Switzerland,2008,2.76299046318422,8.36861592771853,15.286175898674813,0,0,0,0,1,15,2.7269488839293388,-0.34693420985813345,127.92413509955715,0.0,-0.5070293703031206,0.34782608695652173
Japan,2019,5.391300699901058,6.951009229835741,43.18899084062044,0,0,0,0,1,4,3.7655856211201084,-0.7967901894557784,300.20707396044395,0.0,-0.154479936297363,0.8260869565217391
Austria,2012,9.321125916139158,14.274481719122427,52.90007209843304,1,0,0,0,0,11,3.968404701782664,1.527202703385973,755.1211121093409,1.0,0.6816435964009178,0.5217391304347826
Portugal,2017,7.793539573233239,11.502844998562573,125.3331304666652,0,0,0,1,0,6,4.830975236103442,0.6476658375695075,1441.6875729426702,0.0,1.6923307873233755,0.7391304347826086
United_Kingdom,2019,8.524927322776222,11.318095325822156,41.24038291814333,0,0,0,0,1,4,3.7194179442206705,0.5890383316927992,466.76258514095395,0.0,0.5812375894619775,0.8260869565217391
Colombia,2008,8.975311910069092,8.687741576598047,5.692464967930875,0,0,0,0,1,15,1.7391433648623154,-0.24566452652083093,49.45466457522093,0.0,2.2484049545815137,0.34782608695652173
Peru,2003,9.781021931171352,13.295535841541737,117.32928899722528,0,0,0,0,1,20,4.764984417562277,1.2165490803536771,1559.955767125217,0.0,2.6473041831165363,0.13043478260869565
Denmark,2020,8.105972588113385,11.850394057104358,130.46871794325543,0,1,0,0,0,3,4.87113348878081,0.7579552587623251,1546.105719752779,0.0,0.3401422474297813,0.8695652173913043
Netherlands,2007,6.867263375515837,7.115015989591177,74.35362937267864,0,0,0,0,1,16,4.308832486411183,-0.74474513233196,529.0272618707447,0.0,0.5238159255531025,0.30434782608695654
Ethiopia,2000,4.923407042417978,10.595365260275528,43.45415738271414,0,1,0,0,0,23,3.7717065291298932,0.35969090965626016,460.4126695473548,0.0,-0.4384605425504402,0.0
Portugal,2016,3.4531458924617286,8.732133500613923,116.04884213764396,0,0,0,0,1,7,4.754011155399186,-0.2315774228874948,1013.3539821375774,0.0,0.4557042541298948,0.6956521739130435
Australia,2008,7.493278991866354,4.072491791126844,2.325862595616583,0,0,1,0,0,15,0.8440909790998954,-1.7102440297298607,9.47205632793751,0.0,-0.1651232773916299,0.34782608695652173
Mexico,2019,9.959599888975536,12.883857746519771,138.6802061370763,0,1,0,0,0,4,4.9321706072382465,1.0859092823112506,1786.7360481281294,0.0,0.16829147180718707,0.8260869565217391
Israel,2012,5.738869476951352,5.351133838116709,129.96421508671938,0,1,0,0,0,11,4.86725914399854,-1.3044863739128854,695.4559090948222,0.0,-0.3843158510481305,0.5217391304347826
Japan,2001,7.789434944742461,9.609499566028756,82.18014828327053,1,0,0,0,0,22,4.408913767825387,0.046841387782906564,789.7100992642669,1.0,0.1728322641869704,0.043478260869565216
Denmark,2012,5.960739599945249,7.698488123932972,42.3595969985585,0,0,0,0,1,11,3.746195006961758,-0.5595891021338302,326.1048544279894,0.0,0.03866094600774228,0.5217391304347826
Philippines,2008,5.455467386907813,7.7629794532074525,5.893887529600652,0,0,0,1,0,15,1.7739158019482733,-0.5391237571621569,45.75412779180549,0.0,-0.2719519194695008,0.34782608695652173
Philippines,2019,5.282444908479321,9.251013717551889,149.97373877933248,0,0,0,1,0,4,5.010460203964423,-0.06691865777790243,1387.4091147201484,0.0,-0.46961273872793263,0.8260869565217391
Netherlands,2005,6.036997463453581,14.967254144217195,114.5489847327639,0,0,0,1,0,18,4.741002545767812,1.7470435227011556,1714.4837664573326,0.0,0.9973875399823735,0.21739130434782608
Germany,2000,4.935165294923,8.492176486946233,51.4677714954156,0,0,0,1,0,23,3.940955815571993,-0.30772414087776856,437.0733989288899,0.0,0.0023882348958188526,0.0
Canada,2004,7.990186574574462,6.005621527982297,3.871523774178902,0,0,1,0,0,19,1.353648169644307,-1.096794634519434,23.250906524304085,0.0,0.2973856027330817,0.17391304347826086
Nigeria,2002,8.994176212732132,10.749669718543055,96.25446754065489,0,0,0,1,0,21,4.566995388097508,0.4086570885928396,1034.7037349962632,0.0,2.9378590579766595,0.08695652173913043
Denmark,2003,9.063082453161474,6.599164788434734,148.04869685700262,1,0,0,0,0,20,4.997541252462274,-0.9084426852353396,976.9977472723799,1.0,-0.07340127474020497,0.13043478260869565
Austria,2000,3.821589707406608,5.161040503842455,106.3538335862674,0,0,0,1,0,23,4.666771587882021,-1.3648096097106877,548.8964428776461,0.0,-0.22564099092323653,0.0
United_States,2013,9.167273109851926,4.55191589272522,13.473446876900988,1,0,0,0,0,10,2.600720850552978,-1.5581060642494728,61.32999696875459,1.0,0.7160476611234066,0.5652173913043478
Greece,2008,4.73240985484084,4.251694014216523,60.93947745385988,0,1,0,0,0,15,4.109881198756439,-1.6533769228415518,259.09601152005877,0.0,-0.13253814582453316,0.34782608695652173
Czech_Republic,2023,4.474461323882381,8.7428111314217,17.268335946406154,0,0,0,0,1,0,2.8488745323572515,-0.22818903873694837,150.9737997333692,0.0,0.9172441944835579,1.0
Switzerland,2003,7.814048459185887,8.69398357860733,136.9119218905412,0,0,0,1,0,20,4.9193378131670435,-0.24368372187823817,1190.3100006319348,0.0,-0.13781558321141463,0.13043478260869565
China,2017,4.437570720690315,6.0409994008574825,50.23175617193454,1,0,0,0,0,6,3.9166474197614574,-1.0855680032668327,303.4500089386757,1.0,-0.43060907319556485,0.7391304347826086
United_States,2013,2.423731244877681,12.624209591483302,110.27310287176,1,0,0,0,0,10,4.702960042231684,1.0035138793344585,1392.1107629562975,1.0,-0.7356104464398541,0.5652173913043478
Switzerland,2003,4.988942178482464,5.421976907118666,13.618863343356889,0,0,0,0,1,20,2.611455842272352,-1.2820054006985404,73.84116254888596,0.0,-0.3615419453129113,0.13043478260869565
Greece,2009,7.771724802866792,14.068489119032328,20.13378967352049,0,1,0,0,0,14,3.0023994819191273,1.4618340767832654,283.25200094680844,0.0,2.096567955631345,0.391304347826087
Morocco,2002,4.615667362161412,10.463335754075995,102.243661645552,0,0,0,1,0,21,4.6273588042049685,0.317793348833579,1069.8097605235528,0.0,-0.48681599592995684,0.08695652173913043
Denmark,2022,7.036472447961172,4.3037801371542255,126.6785123059632,1,0,0,0,0,1,4.84165247788474,-1.6368481819061582,545.1964650666515,1.0,0.06753299428661852,0.9565217391304348
China,2006,7.280955554105043,14.592698883169884,31.016043493360563,0,0,0,1,0,17,3.4345046026555144,1.6281840928441014,452.60778324591126,0.0,1.2227304911578698,0.2608695652173913
Morocco,2009,7.869888093810849,7.38735385500439,63.33224965356246,0,0,1,0,0,14,4.148394672612762,-0.6583228422779084,467.8577386243451,0.0,0.01263082435804308,0.391304347826087
Romania,2012,9.17704373048749,8.949724555356386,93.29313817076589,1,0,0,0,0,11,4.535746559283351,-0.1625282026566314,834.9478895331597,1.0,0.5395813852649733,0.5217391304347826
Greece,2003,5.460515994147452,7.1269556229400735,119.6451745497806,0,1,0,0,0,20,4.784530483827625,-0.7409562708203528,852.7058495152055,0.0,0.09452380861395993,0.13043478260869565
Peru,2017,3.3314566132996566,12.012634278371554,94.60129494651288,0,0,0,0,1,6,4.5496711646165,0.8094397316963879,1136.4107584528183,0.0,-0.24926117847167295,0.7391304347826086
Australia,2010,4.551405723455115,9.342482427914923,15.21846217574393,1,0,0,0,0,13,2.7225093076272353,-0.037892450181429484,142.17821545677558,1.0,0.7427972327056456,0.43478260869565216
Sweden,2003,5.457338041391887,5.456102553427529,81.88007992177852,0,0,1,0,0,20,4.405255736876864,-1.2711761445497058,446.7461131360659,0.0,-0.000581987628819558,0.13043478260869565
Indonesia,2023,7.711131754624905,5.146243475953992,132.80639554000894,0,0,0,0,1,0,4.888892395069531,-1.3695052220309734,683.4540466127363,0.0,0.7233653833293487,1.0
Italy,2013,2.104977004493068,11.979129546570324,130.33553443257364,0,1,0,0,0,10,4.870112159404117,0.7988075133468914,1561.3062514892767,0.0,-0.13151385536588212,0.5652173913043478
China,2017,4.526283067519032,6.6078954542439865,88.16732555489322,0,0,0,1,0,6,4.47923643581472,-0.9056721408904048,582.6004697470286,0.0,0.3586498618800724,0.7391304347826086
India,2007,8.238740648154534,5.515727121023198,149.358734808855,0,0,0,1,0,16,5.006351028448092,-1.2522551925650016,823.822024346913,0.0,0.1997123450264755,0.30434782608695654
Sweden,2009,7.366861626645563,9.49370356697627,16.663434635268956,1,0,0,0,0,14,2.813216776070894,0.010095284180939192,158.19770883492882,1.0,-0.06391786784883047,0.391304347826087
Romania,2004,7.853919788684841,12.830418162899344,72.31070825135627,0,0,0,0,1,19,4.280972226791864,1.0689510411610346,927.776624520317,0.0,-0.017054268335014222,0.17391304347826086
Germany,2022,8.494486155513558,7.066610204604436,116.49342226355832,0,0,1,0,0,1,4.7578348101547485,-0.760105973851632,823.2136065369548,0.0,0.20720804612470944,0.9565217391304348
Italy,2006,8.2658857510237,7.040747728708885,22.014679599009725,0,0,1,0,0,17,3.091709485343451,-0.7683130382272376,154.99980538498156,0.0,0.13527485363694414,0.2608695652173913
Romania,2011,7.457465329222225,13.172693862864143,145.93971446094534,0,1,0,0,0,12,4.983193621784548,1.1775670420095758,1922.41918102784,0.0,0.8722410803232559,0.4782608695652174
Peru,2002,5.517292258964725,5.626171740256609,53.7529352323631,0,0,0,0,1,21,3.9843982744909536,-1.2172072681648565,302.4232451601651,0.0,0.19534009408795483,0.08695652173913043
United_States,2003,9.86878663102523,10.78400350965202,53.17082334281004,0,0,0,0,1,20,3.9735098124971637,0.41955239633630054,573.394345539951,0.0,0.8083517194966008,0.13043478260869565
Romania,2009,6.55258556472059,14.50514831280844,32.76595087003972,0,0,0,1,0,14,3.489389892978029,1.6004012475365121,475.27497698012087,0.0,-0.11053228677185656,0.391304347826087
Indonesia,2003,3.622153674950713,13.254334645350385,43.91460214592256,0,1,0,0,0,20,3.7822468876883417,1.2034745057901277,582.0588326594797,0.0,-0.6329686910482508,0.13043478260869565
Israel,2014,4.342502840838275,4.679967571577021,87.06074611089151,0,1,0,0,0,9,4.466606106164289,-1.5174708065894793,407.4414685562725,0.0,-0.14890688352738302,0.6086956521739131
Thailand ,2009,7.54849964776376,7.51901964217788,64.97378906859223,0,1,0,0,0,14,4.173983943471888,-0.6165407021702982,488.53919623346735,0.0,0.15198795547290755,0.391304347826087
Germany,2020,9.397916521595707,5.56611912151878,29.8133485706828,0,0,0,0,1,3,3.3949562318303244,-1.2362640556857232,165.94464955578212,0.0,0.15938172988357158,0.8695652173913043
Ethiopia,2021,3.42976103364718,14.441647014558535,121.56185110715391,0,0,0,1,0,2,4.80042319586251,1.5802500738911016,1755.5533441258385,0.0,-0.3653589250696535,0.9130434782608695
Greece,2015,2.6587719659662907,14.845357228442891,10.273656761484892,0,1,0,0,0,8,2.3295830230272863,1.708361385732221,152.51610466665093,0.0,-0.4728377816398601,0.6521739130434783
Israel,2014,9.05224838433605,6.5849232259404165,125.3632589305405,0,0,0,1,0,9,4.831215594284051,-0.9129620290395491,825.5074354112985,0.0,1.084569363825357,0.6086956521739131
Ukraine,2018,9.322223831302676,11.366689493116278,41.96586997253896,0,1,0,0,0,5,3.736856668227545,0.6044589534798417,477.01301328634247,0.0,0.8507449115854209,0.782608695652174
Sweden,2019,4.211034762527196,13.257949052518304,74.8895966312998,0,0,0,0,1,4,4.316014984097749,1.2046214830720618,992.8824567014191,0.0,-0.20282467011294514,0.8260869565217391
Vietnam,2018,5.018285794969919,6.570483128559242,57.77861624967039,0,0,0,1,0,5,4.056618746147482,-0.9175443748782048,379.6334232599582,0.0,-0.461685764493313,0.782608695652174
Thailand ,2017,7.281503979982867,6.064486977530752,86.01971489506741,1,0,0,0,0,6,4.454576512947254,-1.0781145771307197,521.6654407920444,1.0,0.608715997511406,0.7391304347826086
Portugal,2011,4.639440166739798,4.123321255720083,119.60250927588612,0,1,0,0,0,12,4.784173821864052,-1.6941140702557937,493.15956873471964,0.0,-0.377879753787113,0.4782608695652174
Japan,2015,9.017269666160423,8.531587026356785,148.40864922772957,0,0,0,0,1,8,4.999969612240605,-0.2952178040782289,1266.1613063504326,0.0,2.391516753443439,0.6521739130434783
United_States,2000,2.8606296217109017,13.893812086341882,46.602812702431336,0,0,0,1,0,23,3.8416608977313773,1.4064029704181995,647.4907223825675,0.0,-0.251455587666377,0.0
Greece,2015,2.3038577676815617,13.932776139619838,83.51685744216653,0,0,1,0,0,8,4.425048497015596,1.4187676216170324,1163.6216786262491,0.0,-0.7445060585991602,0.6521739130434783
South_Korea,2001,3.667889653942316,5.40517440259918,70.4351247674746,0,0,0,0,1,22,4.254692070095306,-1.2873374206033534,380.7141334370333,0.0,-0.5291199323234625,0.043478260869565216
Vietnam,2023,4.288702225639752,6.247877285812344,149.840295737655,0,0,0,0,1,0,5.009570031823521,-1.0199184449426146,936.1837802386989,0.0,-0.4438297305622463,1.0
Belgium,2014,2.9034127303110004,8.48852064027987,121.5281309444179,0,0,1,0,0,9,4.800145766388306,-0.308884268355871,1031.594047896326,0.0,-0.6792605983575255,0.6086956521739131
Pakistan,2006,2.525523434725174,12.586869996800722,60.16549492844872,0,0,1,0,0,17,4.09709901404176,0.9916647254268209,757.2952629575573,0.0,-0.6944642702795163,0.2608695652173913
Belgium,2000,8.044861708014386,10.730366318849017,72.05497928553932,1,0,0,0,0,23,4.277429428809045,0.40253144754451786,773.1763228309147,1.0,1.812269595112026,0.0
Italy,2004,3.314212527218059,9.65234717872238,37.64753256956241,1,0,0,0,0,19,3.6282674160973265,0.06043842764628932,363.3870547836746,1.0,-0.5780180322196756,0.17391304347826086
Colombia,2009,9.311377592530432,10.511250726448631,113.53185064257517,1,0,0,0,0,14,4.7320834199559,0.3329984384160977,1193.3617475418257,1.0,0.23354017712498987,0.391304347826087
Greece,2021,4.943997291584768,5.058196631825263,126.93655617038787,0,0,0,0,1,2,4.843687403924584,-1.3974455522898288,642.0700608765543,0.0,0.4414990557891323,0.9130434782608695
Netherlands,2020,7.364846477770763,9.254300064803978,144.78303671981513,0,0,0,0,1,3,4.975236323364017,-0.06587578533338401,1339.865666098702,0.0,-0.21633199647529333,0.8695652173913043
Netherlands,2003,3.803216918150402,14.912696184930413,85.30850562585175,0,0,0,0,1,20,4.446274163780329,1.7297303819996765,1272.179826388754,0.0,0.04998773090491593,0.13043478260869565
Brazil,2013,3.922582147934935,4.972907616329966,100.93176733337847,1,0,0,0,0,10,4.614444717583724,-1.4245107274698405,501.9243545018019,1.0,0.863479809785187,0.5652173913043478
Belgium,2012,6.5976736229406026,9.711713453983752,67.46276591874944,0,0,0,1,0,11,4.21157582966387,0.07927741447715991,655.1790514160755,0.0,-0.2810676491578481,0.5217391304347826
Iraq,2000,6.485143401167889,7.252141878231121,91.7601480403089,0,0,0,0,1,23,4.519178086162326,-0.7012303118571064,665.4576123558115,0.0,-0.19387757844148978,0.0
Ethiopia,2015,8.14983382409665,9.939046265481547,52.96360550577949,0,0,0,0,1,8,3.969604989103338,0.15141803342581792,526.4077255086555,0.0,2.5374726419409397,0.6521739130434783
Germany,2022,8.062506445554128,10.312006360371214,110.91567836157525,0,0,0,0,1,1,4.7087702582284985,0.2697712615024067,1143.7631807294517,0.0,-0.05085413079154211,0.9565217391304348
United_Kingdom,2008,7.365502117309289,10.352201879314237,4.382354497402232,1,0,0,0,0,15,1.4775861364411533,0.28252669964794813,45.36701846382858,1.0,0.5563956511025827,0.34782608695652173
Bangladesh,2021,5.593044527147928,13.374296638419754,5.240070604105554,0,1,0,0,0,2,1.6563349723081218,1.2415426243926324,70.08225866557109,0.0,0.13127985257352592,0.9130434782608695
South_Africa,2015,9.125123090244935,8.28722156141027,107.70201263780312,1,0,0,0,0,8,4.6793682714325175,-0.3727634772028897,892.5504413392835,1.0,0.11966983464922243,0.6521739130434783
Nigeria,2018,6.98062792177039,9.679895789331455,139.67173766564974,0,1,0,0,0,5,4.939294938463528,0.06918056129351936,1352.0078653183307,0.0,0.3910383359926264,0.782608695652174
Spain,2014,9.921587923698858,4.120212388645234,95.20509123103052,1,0,0,0,0,9,4.5560334196848995,-1.6951006220585496,392.26519635219165,1.0,2.4172158233376977,0.6086956521739131
Morocco,2013,8.554958543474868,12.685056617377434,109.25271655155083,0,0,0,1,0,10,4.6936636991269785,1.0228227599147273,1385.876895058711,0.0,1.1809507668255392,0.5652173913043478
Brazil,2019,2.35447848990661,6.854364781134382,123.76620939150698,0,0,0,1,0,4,4.818394377852891,-0.8274588390947479,848.3387467476489,0.0,-0.4408788759336669,0.8260869565217391
Ukraine,2009,4.564751256642542,12.98210526444568,54.88946540507333,0,0,0,0,1,14,4.005321443127839,1.1170866416490741,712.5808177978115,0.0,-0.50976628202637,0.391304347826087
Mexico,2020,6.575005731767614,6.922025330183489,17.10893497635185,1,0,0,0,0,3,2.839600840283057,-0.8059877903066327,118.42848127876977,1.0,-0.10724469931411573,0.8695652173913043
South_Korea,2011,7.771756302971897,4.118673458887415,140.03075080026434,0,1,0,0,0,12,4.941862047063405,-1.6955889780706717,576.7409367491265,0.0,0.6751495921184005,0.4782608695652174
France,2000,6.402691982095532,5.703144500127914,140.84701418536358,0,1,0,0,0,23,4.94767429555572,-1.1927811305443476,803.2708743106946,0.0,-0.012713892966115248,0.0
Russia,2020,8.289043379697453,14.842511928293847,66.83424278023978,0,0,0,1,0,3,4.202215565670316,1.7074584728948952,991.9880456841959,0.0,0.26068990931039693,0.8695652173913043
Denmark,2016,4.261245222058757,7.517813705427874,33.358278892197454,0,0,0,0,1,7,3.507305984199127,-0.616923387903102,250.78132624524736,0.0,0.2340182994761737,0.6956521739130435
Nigeria,2008,3.4712964098626005,5.197062922140219,133.96080303272836,0,1,0,0,0,15,4.897547242479016,-1.353378441746386,696.2027224615216,0.0,-0.5287087893566842,0.34782608695652173
Malaysia,2022,2.431333470318161,5.306346839883256,106.55557786570272,1,0,0,0,0,1,4.668666706922926,-1.3186988483556479,565.4208538796058,1.0,-0.6984395005775331,0.9565217391304348
Ethiopia,2018,6.5865099565721765,7.413769854629462,2.226024231497309,0,0,0,0,1,5,0.8002171384622578,-0.6499401255440389,16.503231343149466,0.0,-0.05645881281955778,0.782608695652174
Portugal,2017,7.508796165403962,4.414095452284394,17.05023551740329,1,0,0,0,0,6,2.836164016971559,-1.6018412902015537,75.2613670577477,1.0,0.031215005312903665,0.7391304347826086
Romania,2006,4.609197736954893,9.626374469341492,147.49674677298992,1,0,0,0,0,17,4.993806119760303,0.05219638234642277,1419.8589174464373,1.0,0.825046512568379,0.2608695652173913
Iraq,2008,6.908673478847013,6.351150070382522,6.6810986424135566,0,0,0,1,0,15,1.899282441452449,-0.9871463934716538,42.43266011299743,0.0,0.9902286244465277,0.34782608695652173
Spain,2021,2.417257846826634,9.712417055365597,43.10069654417969,1,0,0,0,0,2,3.763539158096971,0.07950069170161787,418.6119402138279,1.0,-0.5678100120437856,0.9130434782608695
Brazil,2020,2.794346770374429,5.548406405691422,82.72595536121432,0,0,1,0,0,3,4.415533402380632,-1.241884917340618,458.99722064310413,0.0,-0.6628866996620276,0.8695652173913043
China,2011,7.614038178067987,8.728429519192415,28.468986814626284,0,0,0,0,1,12,3.3488153128318263,-0.23275282519990786,248.4895448942837,0.0,-0.02029375584558657,0.4782608695652174
Iraq,2006,4.94455764173839,10.57708544241369,35.57605886808089,0,0,1,0,0,17,3.571672907920341,0.353890086774014,376.29101435203086,0.0,0.07275884523128662,0.2608695652173913
Ethiopia,2013,7.370672248824045,4.681999321719188,53.592155497738325,1,0,0,0,0,10,3.9814027047120257,-1.516826061504776,250.9184356898801,1.0,-0.13843273332447825,0.5652173913043478
Kenya,2014,8.653768962239344,8.386242401761644,41.16358598012008,1,0,0,0,0,9,3.717554030108672,-0.34134071572512736,345.20781015504417,1.0,-0.12778387604983898,0.6086956521739131
Greece,2014,8.820979499808935,7.327762030886566,120.70007796008106,0,0,0,1,0,9,4.793308774002872,-0.6772334036166576,884.4614484009304,0.0,0.019322278916760194,0.6086956521739131
Austria,2005,3.377341163715608,6.643957981374975,75.5408965354981,0,0,0,1,0,18,4.324674185568371,-0.8942282449963556,501.8905424572439,0.0,-0.4405594529132807,0.21739130434782608
Greece,2020,5.890284578810772,10.64988088692946,42.51440198906396,0,0,0,1,0,3,3.7498428888577053,0.3769906167389162,452.7733171625681,0.0,1.1079289948045719,0.8695652173913043
Germany,2013,7.871413789059892,10.47396184341948,47.65130899071006,0,0,0,1,0,10,3.8639101006716863,0.3211653770823481,499.0979921576888,0.0,0.06793702437599736,0.5652173913043478
Netherlands,2001,8.191844770135283,10.937697873454628,6.939878978616676,0,1,0,0,0,22,1.9372843361269931,0.46832497104995036,75.9062995464481,0.0,1.2333945519136695,0.043478260869565216
Germany,2007,8.277407845831021,5.747709374757735,8.359419350950464,0,0,0,1,0,16,2.1233889690565215,-1.1786391436574448,48.0475129709892,0.0,0.004693338378742196,0.30434782608695654
Colombia,2012,3.825338675044676,7.142801693485605,107.96822738747372,1,0,0,0,0,11,4.681836992984875,-0.7359277607274758,771.1956374258862,1.0,-0.4201988619528422,0.5217391304347826
Nigeria,2022,3.5402785417901868,6.306466557945866,17.82371472359599,1,0,0,0,0,1,2.8805298584325425,-1.0013260282667467,112.40466084272546,1.0,0.45610570701636877,0.9565217391304348
Turkey,2005,6.720099746189567,9.945539654976262,71.8937194275855,0,0,0,0,1,18,4.275188909417694,0.15347861207320762,715.0218375107888,0.0,0.9897604122399046,0.21739130434782608
United_Kingdom,2004,7.928686381905758,9.07172258130578,126.51248078551372,0,0,1,0,0,19,4.840340965636844,-0.12381397990753645,1147.6861287589584,0.0,1.3923288916420442,0.17391304347826086
Egypt,2004,4.553116124273546,7.63323111352025,55.89957235335297,0,1,0,0,0,19,4.023556729923436,-0.5802974243988648,426.6943549200903,0.0,-0.42574142739908083,0.17391304347826086
Israel,2000,2.8376412548993724,12.646162897552763,52.51708182459519,0,1,0,0,0,23,3.9611384847643882,1.0104804279702924,664.1395716579382,0.0,-0.5568049715909271,0.0
Ukraine,2008,7.73397106328062,5.0337111884922106,131.0841930922588,0,0,0,0,1,15,4.87583981212169,-1.405215636272166,659.8399694029764,0.0,0.11945818353704296,0.34782608695652173
Norway,2005,4.397582651040036,14.723863576312064,129.8627091008012,0,0,0,0,1,18,4.8664778085661204,1.6698072183627837,1912.080812450496,0.0,-0.3456075330528309,0.21739130434782608
South_Africa,2019,3.3309017944937747,5.281984855968506,132.14038341758229,0,0,0,1,0,4,4.883864868198728,-1.326429754364543,697.9635040735416,0.0,0.41470895095155225,0.8260869565217391
Israel,2006,3.181788227177053,12.503778938252063,86.21518005963208,0,0,0,0,1,17,4.4568462649453275,0.9652970385394507,1078.0155525872367,0.0,-0.3565070006831974,0.2608695652173913
Brazil,2008,4.51927638021373,8.05053208076915,142.8933367624158,0,1,0,0,0,15,4.962098455174184,-0.44787329315769026,1150.3673917339781,0.0,-0.41565900063030115,0.34782608695652173
Romania,2004,6.741424527309964,13.51788452044986,123.02562822478922,0,0,1,0,0,19,4.812392693219713,1.2871080604373943,1663.0462353984974,0.0,0.4806177447067781,0.17391304347826086
Japan,2013,4.867217909550533,4.815869436625783,62.92952961590294,0,0,1,0,0,10,4.142015522791423,-1.474344411432088,303.06039833846404,0.0,-0.3816589954506965,0.5652173913043478
Portugal,2004,2.1652948127474527,8.121938812115715,94.80371614906572,0,1,0,0,0,19,4.55180860837734,-0.4252134502493924,769.9899817238983,0.0,-0.6788075274037857,0.17391304347826086
Egypt,2007,2.7752674774224886,7.6898774715026,19.146573330988144,0,0,0,1,0,16,2.952123761285681,-0.5623215620536549,147.2348029144382,0.0,-0.664717804279721,0.30434782608695654
Switzerland,2006,4.324025977588953,14.924727420480888,83.14849570667687,0,0,1,0,0,17,4.420628114154503,1.7335483120802924,1240.9686338451777,0.0,0.3589923869400058,0.2608695652173913
Ethiopia,2012,7.277635857176735,14.84103894378588,40.20921344958604,0,0,1,0,0,11,3.6940961596531037,1.7069910436073832,596.7465027043054,0.0,0.902481446846465,0.5217391304347826
Morocco,2012,2.7881205877482707,6.087843545330268,43.24853675019396,0,0,0,1,0,11,3.7669634004401034,-1.0707027246732062,263.29032529964724,0.0,-0.6168919904121328,0.5217391304347826
Thailand ,2007,6.485254828005455,10.929416567681727,19.7320167062608,0,0,1,0,0,16,2.982242530029394,0.46569702429548054,215.65943030317942,0.0,1.3368035264221065,0.30434782608695654
Malaysia,2010,2.959086966592034,9.890713619020342,54.37168431251505,1,0,0,0,0,13,3.995843509388962,0.13608040130766771,537.7747585188673,1.0,-0.34985207947014263,0.43478260869565216
Mexico,2017,3.692922618795052,5.698108403648126,72.7271592145745,0,1,0,0,0,6,4.286714894068738,-1.194379259361492,414.4072370940222,0.0,-0.5081871264784322,0.7391304347826086
Japan,2018,3.377508220446102,5.845576767148653,90.4528117368426,0,0,1,0,0,5,4.504828297448165,-1.1475824113914097,528.7488548121581,0.0,-0.4872082115239279,0.782608695652174
Finland,2005,2.537829084566484,14.881769013275102,46.42553110412712,0,0,1,0,0,18,3.837849547219151,1.7199161132592966,690.8940302102384,0.0,-0.4229036072883626,0.21739130434782608
Morocco,2021,7.370638539092722,8.980029929830259,119.0449869122036,0,0,0,1,0,2,4.779501462950951,-0.15291125181873078,1069.0275454678397,0.0,2.049173487540382,0.9130434782608695
Iraq,2001,5.707228379088276,5.383814212000809,78.623034278954,0,0,1,0,0,22,4.364664713486498,-1.2941157530423677,423.2918093416593,0.0,-0.30330364658581965,0.043478260869565216
Peru,2012,8.648427527178706,6.362690426131797,96.06976423440388,0,0,0,1,0,11,4.565074638316459,-0.9834842366489969,611.2621691349805,0.0,2.1018843177666535,0.5217391304347826
Ukraine,2022,2.791126719858536,6.951828739734046,42.4433977378014,0,1,0,0,0,1,3.7481713703385617,-0.796530130422026,295.0592322056108,0.0,-0.21160815825322954,0.9565217391304348
Indonesia,2010,3.157863466704578,9.620089896504812,122.30624597282744,1,0,0,0,0,13,4.806528112303422,0.050202068497581666,1176.5970811626296,1.0,0.06717494360818788,0.43478260869565216
Saudi_Arabia,2000,4.451661850803605,7.691029424569402,94.01689313432465,0,0,0,0,1,23,4.543474480318285,-0.5619560072237497,723.0866915026878,0.0,0.568789515981811,0.0
